id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1,2017,Hyderabad,2017-04-05,1,2,2,field,normal,0,1,35,0,Yuvraj Singh,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,NJ Llong,
2,2017,Pune,2017-04-06,7,12,12,field,normal,0,12,0,7,SPD Smith,Maharashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
3,2017,Rajkot,2017-04-07,13,8,8,field,normal,0,8,0,10,CA Lynn,Saurashtra Cricket Association Stadium,Nitin Menon,CK Nandan,
4,2017,Indore,2017-04-08,12,4,4,field,normal,0,4,0,6,GJ Maxwell,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
5,2017,Bangalore,2017-04-08,2,6,2,bat,normal,0,2,15,0,KM Jadhav,M Chinnaswamy Stadium,Patna,,
6,2017,Hyderabad,2017-04-09,13,1,1,field,normal,0,1,0,9,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",A Deshmukh,NJ Llong,
7,2017,Mumbai,2017-04-09,8,7,7,field,normal,0,7,0,4,N Rana,Wankhede Stadium,Nitin Menon,CK Nandan,
8,2017,Indore,2017-04-10,2,4,2,bat,normal,0,4,0,8,AR Patel,Holkar Cricket Stadium,AK Chaudhary,C Shamshuddin,
9,2017,Pune,2017-04-11,6,12,12,field,normal,0,6,97,0,SV Samson,Maharashtra Cricket Association Stadium,AY Dandekar,S Ravi,
10,2017,Mumbai,2017-04-12,1,7,7,field,normal,0,7,0,4,JJ Bumrah,Wankhede Stadium,Nitin Menon,CK Nandan,
11,2017,Kolkata,2017-04-13,4,8,8,field,normal,0,8,0,8,SP Narine,Eden Gardens,A Deshmukh,NJ Llong,
12,2017,Bangalore,2017-04-14,2,7,7,field,normal,0,7,0,4,KA Pollard,M Chinnaswamy Stadium,KN Ananthapadmanabhan,AK Chaudhary,
13,2017,Rajkot,2017-04-14,12,13,13,field,normal,0,13,0,7,AJ Tye,Saurashtra Cricket Association Stadium,A Nand Kishore,S Ravi,
14,2017,Kolkata,2017-04-15,8,1,1,field,normal,0,8,17,0,RV Uthappa,Eden Gardens,AY Dandekar,NJ Llong,
15,2017,Delhi,2017-04-15,6,4,6,bat,normal,0,6,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,
16,2017,Mumbai,2017-04-16,13,7,7,field,normal,0,7,0,6,N Rana,Wankhede Stadium,A Nand Kishore,S Ravi,
17,2017,Bangalore,2017-04-16,12,2,2,field,normal,0,12,27,0,BA Stokes,M Chinnaswamy Stadium,KN Ananthapadmanabhan,C Shamshuddin,
18,2017,Delhi,2017-04-17,6,8,6,bat,normal,0,8,0,4,NM Coulter-Nile,Feroz Shah Kotla,Nitin Menon,CK Nandan,
19,2017,Hyderabad,2017-04-17,1,4,4,field,normal,0,1,5,0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,A Deshmukh,
20,2017,Rajkot,2017-04-18,2,13,13,field,normal,0,2,21,0,CH Gayle,Saurashtra Cricket Association Stadium,S Ravi,VK Sharma,
21,2017,Hyderabad,2017-04-19,1,6,1,bat,normal,0,1,15,0,KS Williamson,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,NJ Llong,
22,2017,Indore,2017-04-20,4,7,7,field,normal,0,7,0,8,JC Buttler,Holkar Cricket Stadium,M Erasmus,C Shamshuddin,
23,2017,Kolkata,2017-04-21,8,13,13,field,normal,0,13,0,4,SK Raina,Eden Gardens,CB Gaffaney,Nitin Menon,
24,2017,Mumbai,2017-04-22,7,6,6,field,normal,0,7,14,0,MJ McClenaghan,Wankhede Stadium,A Nand Kishore,S Ravi,
25,2017,Pune,2017-04-22,1,12,12,field,normal,0,12,0,6,MS Dhoni,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
26,2017,Rajkot,2017-04-23,4,13,13,field,normal,0,4,26,0,HM Amla,Saurashtra Cricket Association Stadium,AK Chaudhary,M Erasmus,
27,2017,Kolkata,2017-04-23,8,2,2,field,normal,0,8,82,0,NM Coulter-Nile,Eden Gardens,CB Gaffaney,CK Nandan,
28,2017,Mumbai,2017-04-24,12,7,7,field,normal,0,12,3,0,BA Stokes,Wankhede Stadium,A Nand Kishore,S Ravi,
29,2017,Pune,2017-04-26,12,8,8,field,normal,0,8,0,7,RV Uthappa,Maharashtra Cricket Association Stadium,AY Dandekar,NJ Llong,
30,2017,Bangalore,2017-04-27,2,13,13,field,normal,0,13,0,7,AJ Tye,M Chinnaswamy Stadium,AK Chaudhary,C Shamshuddin,
31,2017,Kolkata,2017-04-28,6,8,8,field,normal,0,8,0,7,G Gambhir,Eden Gardens,NJ Llong,S Ravi,
32,2017,Chandigarh,2017-04-28,1,4,4,field,normal,0,1,26,0,Rashid Khan,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,CK Nandan,
33,2017,Pune,2017-04-29,12,2,2,field,normal,0,12,61,0,LH Ferguson,Maharashtra Cricket Association Stadium,KN Ananthapadmanabhan,M Erasmus,
34,2017,Rajkot,2017-04-29,13,7,13,bat,tie,0,7,0,0,KH Pandya,Saurashtra Cricket Association Stadium,AK Chaudhary,CB Gaffaney,
35,2017,Chandigarh,2017-04-30,6,4,4,field,normal,0,4,0,10,Sandeep Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",YC Barde,CK Nandan,
36,2017,Hyderabad,2017-04-30,1,8,8,field,normal,0,1,48,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,S Ravi,
37,2017,Mumbai,2017-05-01,2,7,2,bat,normal,0,7,0,5,RG Sharma,Wankhede Stadium,AK Chaudhary,CB Gaffaney,
38,2017,Pune,2017-05-01,13,12,12,field,normal,0,12,0,5,BA Stokes,Maharashtra Cricket Association Stadium,M Erasmus,C Shamshuddin,
39,2017,Delhi,2017-05-02,1,6,6,field,normal,0,6,0,6,Mohammed Shami,Feroz Shah Kotla,YC Barde,Nitin Menon,
40,2017,Kolkata,2017-05-03,8,12,12,field,normal,0,12,0,4,RA Tripathi,Eden Gardens,KN Ananthapadmanabhan,A Nand Kishore,
41,2017,Delhi,2017-05-04,13,6,6,field,normal,0,6,0,7,RR Pant,Feroz Shah Kotla,M Erasmus,Nitin Menon,
42,2017,Bangalore,2017-05-05,4,2,2,field,normal,0,4,19,0,Sandeep Sharma,M Chinnaswamy Stadium,CB Gaffaney,C Shamshuddin,
43,2017,Hyderabad,2017-05-06,12,1,1,field,normal,0,12,12,0,JD Unadkat,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,AK Chaudhary,
44,2017,Delhi,2017-05-06,7,6,6,field,normal,0,7,146,0,LMP Simmons,Feroz Shah Kotla,Nitin Menon,CK Nandan,
45,2017,Bangalore,2017-05-07,2,8,8,field,normal,0,8,0,6,SP Narine,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
46,2017,Chandigarh,2017-05-07,4,13,13,field,normal,0,13,0,6,DR Smith,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,VK Sharma,
47,2017,Hyderabad,2017-05-08,7,1,7,bat,normal,0,1,0,7,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",KN Ananthapadmanabhan,M Erasmus,
48,2017,Chandigarh,2017-05-09,4,8,8,field,normal,0,4,14,0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",A Nand Kishore,S Ravi,
49,2017,Kanpur,2017-05-10,13,6,6,field,normal,0,6,0,2,SS Iyer,Green Park,YC Barde,AK Chaudhary,
50,2017,Mumbai,2017-05-11,4,7,7,field,normal,0,4,7,0,WP Saha,Wankhede Stadium,A Deshmukh,A Nand Kishore,
51,2017,Delhi,2017-05-12,6,12,6,bat,normal,0,6,7,0,KK Nair,Feroz Shah Kotla,KN Ananthapadmanabhan,CK Nandan,
52,2017,Kanpur,2017-05-13,13,1,1,field,normal,0,1,0,8,Mohammed Siraj,Green Park,AK Chaudhary,Nitin Menon,
53,2017,Kolkata,2017-05-13,7,8,8,field,normal,0,7,9,0,AT Rayudu,Eden Gardens,A Nand Kishore,S Ravi,
54,2017,Pune,2017-05-14,4,12,12,field,normal,0,12,0,9,JD Unadkat,Maharashtra Cricket Association Stadium,AY Dandekar,A Deshmukh,
55,2017,Delhi,2017-05-14,2,6,2,bat,normal,0,2,10,0,HV Patel,Feroz Shah Kotla,CK Nandan,C Shamshuddin,
56,2017,Mumbai,2017-05-16,12,7,7,field,normal,0,12,20,0,Washington Sundar,Wankhede Stadium,S Ravi,C Shamshuddin,
57,2017,Bangalore,2017-05-17,1,8,8,field,normal,1,8,0,7,NM Coulter-Nile,M Chinnaswamy Stadium,AK Chaudhary,Nitin Menon,
58,2017,Bangalore,2017-05-19,8,7,7,field,normal,0,7,0,6,KV Sharma,M Chinnaswamy Stadium,NJ Llong,Nitin Menon,
59,2017,Hyderabad,2017-05-21,7,12,7,bat,normal,0,7,1,0,KH Pandya,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,S Ravi,
60,2008,Bangalore,2008-04-18,8,2,2,field,normal,0,8,140,0,BB McCullum,M Chinnaswamy Stadium,Asad Rauf,RE Koertzen,
61,2008,Chandigarh,2008-04-19,3,4,3,bat,normal,0,3,33,0,MEK Hussey,"Punjab Cricket Association Stadium, Mohali",MR Benson,SL Shastri,
62,2008,Delhi,2008-04-19,5,6,5,bat,normal,0,6,0,9,MF Maharoof,Feroz Shah Kotla,Aleem Dar,GA Pratapkumar,
63,2008,Mumbai,2008-04-20,7,2,7,bat,normal,0,2,0,5,MV Boucher,Wankhede Stadium,SJ Davis,DJ Harper,
64,2008,Kolkata,2008-04-20,11,8,11,bat,normal,0,8,0,5,DJ Hussey,Eden Gardens,BF Bowden,K Hariharan,
65,2008,Jaipur,2008-04-21,4,5,4,bat,normal,0,5,0,6,SR Watson,Sawai Mansingh Stadium,Aleem Dar,RB Tiffin,
66,2008,Hyderabad,2008-04-22,11,6,11,bat,normal,0,6,0,9,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
67,2008,Chennai,2008-04-23,3,7,7,field,normal,0,3,6,0,ML Hayden,"MA Chidambaram Stadium, Chepauk",DJ Harper,GA Pratapkumar,
68,2008,Hyderabad,2008-04-24,11,5,5,field,normal,0,5,0,3,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,MR Benson,
69,2008,Chandigarh,2008-04-25,4,7,7,field,normal,0,4,66,0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",Aleem Dar,AM Saheba,
70,2008,Bangalore,2008-04-26,2,5,5,field,normal,0,5,0,7,SR Watson,M Chinnaswamy Stadium,MR Benson,IL Howell,
71,2008,Chennai,2008-04-26,8,3,8,bat,normal,0,3,0,9,JDP Oram,"MA Chidambaram Stadium, Chepauk",BF Bowden,AV Jayaprakash,
72,2008,Mumbai,2008-04-27,7,11,11,field,normal,0,11,0,10,AC Gilchrist,Dr DY Patil Sports Academy,Asad Rauf,SL Shastri,
73,2008,Chandigarh,2008-04-27,6,4,6,bat,normal,0,4,0,4,SM Katich,"Punjab Cricket Association Stadium, Mohali",RE Koertzen,I Shivram,
74,2008,Bangalore,2008-04-28,3,2,3,bat,normal,0,3,13,0,MS Dhoni,M Chinnaswamy Stadium,BR Doctrove,RB Tiffin,
75,2008,Kolkata,2008-04-29,8,7,8,bat,normal,0,7,0,7,ST Jayasuriya,Eden Gardens,BF Bowden,AV Jayaprakash,
76,2008,Delhi,2008-04-30,6,2,2,field,normal,0,6,10,0,GD McGrath,Feroz Shah Kotla,Aleem Dar,I Shivram,
77,2008,Hyderabad,2008-05-01,11,4,4,field,normal,0,4,0,7,SE Marsh,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,RB Tiffin,
78,2008,Jaipur,2008-05-01,5,8,5,bat,normal,0,5,45,0,SA Asnodkar,Sawai Mansingh Stadium,RE Koertzen,GA Pratapkumar,
79,2008,Chennai,2008-05-02,3,6,3,bat,normal,0,6,0,8,V Sehwag,"MA Chidambaram Stadium, Chepauk",BF Bowden,K Hariharan,
80,2008,Hyderabad,2008-05-25,11,2,11,bat,normal,0,2,0,5,R Vinay Kumar,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,RE Koertzen,
81,2008,Chandigarh,2008-05-03,4,8,4,bat,normal,0,4,9,0,IK Pathan,"Punjab Cricket Association Stadium, Mohali",DJ Harper,I Shivram,
82,2008,Mumbai,2008-05-04,7,6,6,field,normal,0,7,29,0,SM Pollock,Dr DY Patil Sports Academy,IL Howell,RE Koertzen,
83,2008,Jaipur,2008-05-04,3,5,3,bat,normal,0,5,0,8,Sohail Tanvir,Sawai Mansingh Stadium,Asad Rauf,AV Jayaprakash,
84,2008,Bangalore,2008-05-05,2,4,4,field,normal,0,4,0,6,S Sreesanth,M Chinnaswamy Stadium,SJ Davis,BR Doctrove,
85,2008,Chennai,2008-05-06,3,11,11,field,normal,0,11,0,7,AC Gilchrist,"MA Chidambaram Stadium, Chepauk",MR Benson,RB Tiffin,
86,2008,Mumbai,2008-05-07,5,7,7,field,normal,0,7,0,7,A Nehra,Dr DY Patil Sports Academy,DJ Harper,RE Koertzen,
87,2008,Delhi,2008-05-08,6,3,3,field,normal,0,3,0,4,MS Dhoni,Feroz Shah Kotla,Aleem Dar,RB Tiffin,
88,2008,Kolkata,2008-05-08,8,2,8,bat,normal,0,8,5,0,SC Ganguly,Eden Gardens,Asad Rauf,IL Howell,
89,2008,Jaipur,2008-05-09,11,5,5,field,normal,0,5,0,8,YK Pathan,Sawai Mansingh Stadium,MR Benson,AM Saheba,
90,2008,Bangalore,2008-05-28,2,7,7,field,normal,0,7,0,9,CRD Fernando,M Chinnaswamy Stadium,BF Bowden,AV Jayaprakash,
91,2008,Chennai,2008-05-10,3,4,4,field,normal,0,3,18,0,L Balaji,"MA Chidambaram Stadium, Chepauk",AV Jayaprakash,BG Jerling,
92,2008,Hyderabad,2008-05-11,8,11,8,bat,normal,0,8,23,0,SC Ganguly,"Rajiv Gandhi International Stadium, Uppal",IL Howell,AM Saheba,
93,2008,Jaipur,2008-05-11,6,5,5,field,normal,0,5,0,3,SR Watson,Sawai Mansingh Stadium,SJ Davis,RE Koertzen,
94,2008,Chandigarh,2008-05-12,2,4,2,bat,normal,0,4,0,9,SE Marsh,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,I Shivram,
95,2008,Kolkata,2008-05-13,8,6,8,bat,normal,0,8,23,0,Shoaib Akhtar,Eden Gardens,Asad Rauf,IL Howell,
96,2008,Mumbai,2008-05-14,3,7,7,field,normal,0,7,0,9,ST Jayasuriya,Wankhede Stadium,BR Doctrove,AM Saheba,
97,2008,Chandigarh,2008-05-28,4,5,5,field,normal,0,4,41,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",SJ Davis,K Hariharan,
98,2008,Delhi,2008-05-15,6,11,11,field,normal,0,6,12,0,A Mishra,Feroz Shah Kotla,BG Jerling,GA Pratapkumar,
99,2008,Mumbai,2008-05-16,8,7,7,field,normal,0,7,0,8,SM Pollock,Wankhede Stadium,BR Doctrove,DJ Harper,
100,2008,Delhi,2008-05-17,6,4,6,bat,normal,1,4,6,0,DPMD Jayawardene,Feroz Shah Kotla,AV Jayaprakash,RE Koertzen,
101,2008,Jaipur,2008-05-17,5,2,2,field,normal,0,5,65,0,GC Smith,Sawai Mansingh Stadium,BF Bowden,SL Shastri,
102,2008,Hyderabad,2008-05-18,7,11,11,field,normal,0,7,25,0,DJ Bravo,"Rajiv Gandhi International Stadium, Uppal",BR Doctrove,DJ Harper,
103,2008,Kolkata,2008-05-18,8,3,8,bat,normal,1,3,3,0,M Ntini,Eden Gardens,Asad Rauf,K Hariharan,
104,2008,Bangalore,2008-05-19,2,6,6,field,normal,0,6,0,5,SP Goswami,M Chinnaswamy Stadium,SJ Davis,GA Pratapkumar,
105,2008,Kolkata,2008-05-20,8,5,5,field,normal,0,5,0,6,YK Pathan,Eden Gardens,BG Jerling,RE Koertzen,
106,2008,Mumbai,2008-05-21,4,7,7,field,normal,0,4,1,0,SE Marsh,Wankhede Stadium,BF Bowden,GA Pratapkumar,
107,2008,Chennai,2008-05-21,2,3,2,bat,normal,0,2,14,0,A Kumble,"MA Chidambaram Stadium, Chepauk",DJ Harper,I Shivram,
108,2008,Chandigarh,2008-05-23,11,4,4,field,normal,0,4,0,6,SE Marsh,"Punjab Cricket Association Stadium, Mohali",Asad Rauf,SJ Davis,
109,2008,Delhi,2008-05-24,7,6,6,field,normal,0,6,0,5,KD Karthik,Feroz Shah Kotla,BF Bowden,K Hariharan,
110,2008,Chennai,2008-05-24,5,3,5,bat,normal,0,5,10,0,JA Morkel,"MA Chidambaram Stadium, Chepauk",DJ Harper,SL Shastri,
111,2008,Bangalore,2008-05-03,2,11,11,field,normal,0,2,3,0,P Kumar,M Chinnaswamy Stadium,BR Doctrove,SL Shastri,
112,2008,Kolkata,2008-05-25,4,8,4,bat,normal,0,8,0,3,Umar Gul,Eden Gardens,SJ Davis,I Shivram,
113,2008,Jaipur,2008-05-26,7,5,5,field,normal,0,5,0,5,Sohail Tanvir,Sawai Mansingh Stadium,BF Bowden,K Hariharan,
114,2008,Hyderabad,2008-05-27,11,3,11,bat,normal,0,3,0,7,SK Raina,"Rajiv Gandhi International Stadium, Uppal",BG Jerling,AM Saheba,
115,2008,Mumbai,2008-05-30,5,6,6,field,normal,0,5,105,0,SR Watson,Wankhede Stadium,BF Bowden,RE Koertzen,
116,2008,Mumbai,2008-05-31,4,3,4,bat,normal,0,3,0,9,M Ntini,Wankhede Stadium,Asad Rauf,DJ Harper,
117,2008,Mumbai,2008-06-01,3,5,5,field,normal,0,5,0,3,YK Pathan,Dr DY Patil Sports Academy,BF Bowden,RE Koertzen,
118,2009,Cape Town,2009-04-18,7,3,3,field,normal,0,7,19,0,SR Tendulkar,Newlands,BR Doctrove,K Hariharan,
119,2009,Cape Town,2009-04-18,2,5,2,bat,normal,0,2,75,0,R Dravid,Newlands,BR Doctrove,RB Tiffin,
120,2009,Cape Town,2009-04-19,4,6,6,field,normal,1,6,0,10,DL Vettori,Newlands,MR Benson,SD Ranade,
121,2009,Cape Town,2009-04-19,8,11,8,bat,normal,0,11,0,8,RP Singh,Newlands,MR Benson,BR Doctrove,
122,2009,Port Elizabeth,2009-04-20,3,2,3,bat,normal,0,3,92,0,M Muralitharan,St George's Park,BG Jerling,SJA Taufel,
123,2009,Durban,2009-04-21,4,8,8,field,normal,1,8,11,0,CH Gayle,Kingsmead,DJ Harper,SD Ranade,
124,2009,Cape Town,2009-04-22,11,2,11,bat,normal,0,11,24,0,AC Gilchrist,Newlands,M Erasmus,AM Saheba,
125,2009,Durban,2009-04-23,6,3,6,bat,normal,0,6,9,0,AB de Villiers,Kingsmead,BR Doctrove,SJA Taufel,
126,2009,Cape Town,2009-04-23,5,8,8,field,tie,0,5,0,0,YK Pathan,Newlands,MR Benson,M Erasmus,
127,2009,Durban,2009-04-24,2,4,2,bat,normal,0,4,0,7,RS Bopara,Kingsmead,BR Doctrove,TH Wijewardene,
128,2009,Durban,2009-04-25,11,7,11,bat,normal,0,11,12,0,PP Ojha,Kingsmead,HDPK Dharmasena,SJA Taufel,
129,2009,Port Elizabeth,2009-04-26,2,6,2,bat,normal,0,6,0,6,TM Dilshan,St George's Park,S Asnani,BG Jerling,
130,2009,Cape Town,2009-04-26,4,5,4,bat,normal,0,4,27,0,KC Sangakkara,Newlands,M Erasmus,K Hariharan,
131,2009,Durban,2009-04-27,3,11,11,field,normal,0,11,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,
132,2009,Port Elizabeth,2009-04-27,7,8,7,bat,normal,0,7,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,
133,2009,Centurion,2009-04-28,6,5,6,bat,normal,0,5,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,
134,2009,Durban,2009-04-29,8,2,8,bat,normal,0,2,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,
135,2009,Durban,2009-04-29,4,7,4,bat,normal,0,4,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,
136,2009,Centurion,2009-04-30,11,6,6,field,normal,0,6,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,
137,2009,Centurion,2009-04-30,3,5,5,field,normal,0,3,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,
138,2009,East London,2009-05-01,7,8,7,bat,normal,0,7,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,
139,2009,Durban,2009-05-01,2,4,2,bat,normal,0,2,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,
140,2009,Port Elizabeth,2009-05-02,11,5,11,bat,normal,0,5,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,
141,2009,Johannesburg,2009-05-02,3,6,6,field,normal,0,3,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,
142,2009,Port Elizabeth,2009-05-03,8,4,8,bat,normal,0,4,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,
143,2009,Johannesburg,2009-05-03,7,2,7,bat,normal,0,2,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,
144,2009,East London,2009-05-04,3,11,3,bat,normal,0,3,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,
145,2009,Durban,2009-05-05,5,4,4,field,normal,0,5,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,
146,2009,Durban,2009-05-05,8,6,8,bat,normal,0,6,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,
147,2009,Centurion,2009-05-06,11,7,11,bat,normal,0,11,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,
148,2009,Centurion,2009-05-07,2,5,5,field,normal,0,5,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,
149,2009,Centurion,2009-05-07,3,4,3,bat,normal,1,3,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,
150,2009,East London,2009-05-08,7,6,7,bat,normal,0,6,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,
151,2009,Kimberley,2009-05-09,11,4,4,field,normal,0,4,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,
152,2009,Kimberley,2009-05-09,5,3,5,bat,normal,0,3,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
153,2009,Port Elizabeth,2009-05-10,7,2,7,bat,normal,0,7,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,
154,2009,Johannesburg,2009-05-10,8,6,6,field,normal,0,6,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,
155,2009,Kimberley,2009-05-11,11,5,11,bat,normal,0,11,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,
156,2009,Centurion,2009-05-12,8,2,2,field,normal,0,2,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,
157,2009,Centurion,2009-05-12,4,7,4,bat,normal,0,7,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,
158,2009,Durban,2009-05-13,6,11,11,field,normal,0,6,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,
159,2009,Durban,2009-05-14,3,2,3,bat,normal,0,2,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,
160,2009,Durban,2009-05-14,5,7,5,bat,normal,0,5,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,
161,2009,Bloemfontein,2009-05-15,6,4,4,field,normal,0,4,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,
162,2009,Port Elizabeth,2009-05-16,7,3,7,bat,normal,0,3,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,
163,2009,Johannesburg,2009-05-16,8,11,11,field,normal,0,11,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,
164,2009,Johannesburg,2009-05-17,4,11,11,field,normal,0,4,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,
165,2009,Bloemfontein,2009-05-17,6,5,6,bat,normal,0,6,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,
166,2009,Centurion,2009-05-18,3,8,3,bat,normal,0,8,0,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,
167,2009,Johannesburg,2009-05-19,6,2,6,bat,normal,0,2,0,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,
168,2009,Durban,2009-05-20,5,8,8,field,normal,0,8,0,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,
169,2009,Durban,2009-05-20,3,4,3,bat,normal,0,3,24,0,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,
170,2009,Centurion,2009-05-21,7,6,6,field,normal,0,6,0,4,V Sehwag,SuperSport Park,IL Howell,S Ravi,
171,2009,Centurion,2009-05-21,2,11,2,bat,normal,0,2,12,0,MK Pandey,SuperSport Park,IL Howell,S Ravi,
172,2009,Centurion,2009-05-22,6,11,11,field,normal,0,11,0,6,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,
173,2009,Johannesburg,2009-05-23,3,2,2,field,normal,0,2,0,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,
174,2009,Johannesburg,2009-05-24,11,2,2,field,normal,0,11,6,0,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel,
175,2010,Mumbai,2010-03-12,8,11,11,field,normal,0,8,11,0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,
176,2010,Mumbai,2010-03-13,7,5,7,bat,normal,0,7,4,0,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,
177,2010,Chandigarh,2010-03-13,4,6,6,field,normal,0,6,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,
178,2010,Kolkata,2010-03-14,2,8,8,field,normal,0,8,0,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,
179,2010,Chennai,2010-03-14,11,3,11,bat,normal,0,11,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,
180,2010,Ahmedabad,2010-03-15,5,6,6,field,normal,0,6,0,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,
181,2010,Bangalore,2010-03-16,4,2,4,bat,normal,0,2,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,
182,2010,Kolkata,2010-03-16,3,8,3,bat,normal,0,3,55,0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,
183,2010,Delhi,2010-03-17,7,6,6,field,normal,0,7,98,0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
184,2010,Bangalore,2010-03-18,5,2,2,field,normal,0,2,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,
185,2010,Delhi,2010-03-19,6,3,6,bat,normal,0,3,0,5,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore,
186,2010,Cuttack,2010-03-19,11,4,4,field,normal,0,11,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,
187,2010,Ahmedabad,2010-03-20,5,8,5,bat,normal,0,5,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,
188,2010,Mumbai,2010-03-20,7,2,7,bat,normal,0,2,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,
